100|1|1|1223
105|1|1|1223
108|1|1|1223
110|1|1|1223
112|1|1|1223
100|1|1|1428
105|1|1|1428
108|1|1|1428
110|1|1|1428
112|1|1|1428
100|1|1|8330
105|1|1|8330
108|1|1|8330
110|1|1|8330
112|1|1|8330
100|1|1|8700
105|1|1|8700
108|1|1|8700
110|1|1|8700
112|1|1|8700
100|4|2|4057
101|4|2|4057
102|4|2|4057
104|4|2|4057
105|4|2|4057
100|4|2|9045
101|4|2|9045
102|4|2|9045
104|4|2|9045
105|4|2|9045
100|4|2|3137
101|4|2|3137
102|4|2|3137
104|4|2|3137
105|4|2|3137
100|4|2|8245
101|4|2|8245
102|4|2|8245
104|4|2|8245
105|4|2|8245
101|7|3|5327
102|7|3|5327
103|7|3|5327
104|7|3|5327
105|7|3|5327
101|7|3|4186
102|7|3|4186
103|7|3|4186
104|7|3|4186
105|7|3|4186
101|7|3|8253
102|7|3|8253
103|7|3|8253
104|7|3|8253
105|7|3|8253
101|7|3|6016
102|7|3|6016
103|7|3|6016
104|7|3|6016
105|7|3|6016
100|10|4|1732
101|10|4|1732
102|10|4|1732
103|10|4|1732
104|10|4|1732
100|10|4|2805
101|10|4|2805
102|10|4|2805
103|10|4|2805
104|10|4|2805
100|10|4|4796
101|10|4|4796
102|10|4|4796
103|10|4|4796
104|10|4|4796
100|10|4|5211
101|10|4|5211
102|10|4|5211
103|10|4|5211
104|10|4|5211
103|13|5|7980
104|13|5|7980
105|13|5|7980
109|13|5|7980
112|13|5|7980
103|13|5|6814
104|13|5|6814
105|13|5|6814
109|13|5|6814
112|13|5|6814
103|13|5|3414
104|13|5|3414
105|13|5|3414
109|13|5|3414
112|13|5|3414
103|13|5|1644
104|13|5|1644
105|13|5|1644
109|13|5|1644
112|13|5|1644
100|16|6|8094
102|16|6|8094
105|16|6|8094
107|16|6|8094
109|16|6|8094
100|16|6|164
102|16|6|164
105|16|6|164
107|16|6|164
109|16|6|164
100|16|6|9791
102|16|6|9791
105|16|6|9791
107|16|6|9791
109|16|6|9791
100|16|6|6304
102|16|6|6304
105|16|6|6304
107|16|6|6304
109|16|6|6304
101|19|7|1615
102|19|7|1615
103|19|7|1615
104|19|7|1615
106|19|7|1615
101|19|7|3596
102|19|7|3596
103|19|7|3596
104|19|7|3596
106|19|7|3596
101|19|7|4962
102|19|7|4962
103|19|7|4962
104|19|7|4962
106|19|7|4962
101|19|7|7668
102|19|7|7668
103|19|7|7668
104|19|7|7668
106|19|7|7668
102|22|8|6834
103|22|8|6834
106|22|8|6834
107|22|8|6834
109|22|8|6834
102|22|8|3035
103|22|8|3035
106|22|8|3035
107|22|8|3035
109|22|8|3035
102|22|8|6877
103|22|8|6877
106|22|8|6877
107|22|8|6877
109|22|8|6877
102|22|8|4985
103|22|8|4985
106|22|8|4985
107|22|8|4985
109|22|8|4985
100|25|9|6639
101|25|9|6639
102|25|9|6639
103|25|9|6639
106|25|9|6639
100|25|9|5977
101|25|9|5977
102|25|9|5977
103|25|9|5977
106|25|9|5977
100|25|9|5707
101|25|9|5707
102|25|9|5707
103|25|9|5707
106|25|9|5707
100|25|9|9079
101|25|9|9079
102|25|9|9079
103|25|9|9079
106|25|9|9079
100|28|10|7676
101|28|10|7676
102|28|10|7676
103|28|10|7676
106|28|10|7676
100|28|10|7504
101|28|10|7504
102|28|10|7504
103|28|10|7504
106|28|10|7504
100|28|10|5459
101|28|10|5459
102|28|10|5459
103|28|10|5459
106|28|10|5459
100|28|10|5344
101|28|10|5344
102|28|10|5344
103|28|10|5344
106|28|10|5344
101|31|11|9721
102|31|11|9721
103|31|11|9721
105|31|11|9721
107|31|11|9721
101|31|11|8188
102|31|11|8188
103|31|11|8188
105|31|11|8188
107|31|11|8188
101|31|11|2071
102|31|11|2071
103|31|11|2071
105|31|11|2071
107|31|11|2071
101|31|11|9919
102|31|11|9919
103|31|11|9919
105|31|11|9919
107|31|11|9919
102|34|12|4791
104|34|12|4791
106|34|12|4791
108|34|12|4791
109|34|12|4791
102|34|12|2010
104|34|12|2010
106|34|12|2010
108|34|12|2010
109|34|12|2010
102|34|12|5659
104|34|12|5659
106|34|12|5659
108|34|12|5659
109|34|12|5659
102|34|12|9016
104|34|12|9016
106|34|12|9016
108|34|12|9016
109|34|12|9016
101|37|13|1893
103|37|13|1893
104|37|13|1893
105|37|13|1893
106|37|13|1893
101|37|13|556
103|37|13|556
104|37|13|556
105|37|13|556
106|37|13|556
101|37|13|7854
103|37|13|7854
104|37|13|7854
105|37|13|7854
106|37|13|7854
101|37|13|6109
103|37|13|6109
104|37|13|6109
105|37|13|6109
106|37|13|6109
100|40|14|637
101|40|14|637
103|40|14|637
106|40|14|637
108|40|14|637
100|40|14|6536
101|40|14|6536
103|40|14|6536
106|40|14|6536
108|40|14|6536
100|40|14|5628
101|40|14|5628
103|40|14|5628
106|40|14|5628
108|40|14|5628
100|40|14|954
101|40|14|954
103|40|14|954
106|40|14|954
108|40|14|954
100|43|15|1106
101|43|15|1106
102|43|15|1106
106|43|15|1106
107|43|15|1106
100|43|15|8974
101|43|15|8974
102|43|15|8974
106|43|15|8974
107|43|15|8974
100|43|15|3340
101|43|15|3340
102|43|15|3340
106|43|15|3340
107|43|15|3340
100|43|15|813
101|43|15|813
102|43|15|813
106|43|15|813
107|43|15|813
101|46|16|9897
104|46|16|9897
107|46|16|9897
109|46|16|9897
110|46|16|9897
101|46|16|3559
104|46|16|3559
107|46|16|3559
109|46|16|3559
110|46|16|3559
101|46|16|4291
104|46|16|4291
107|46|16|4291
109|46|16|4291
110|46|16|4291
101|46|16|5920
104|46|16|5920
107|46|16|5920
109|46|16|5920
110|46|16|5920
101|49|17|2568
104|49|17|2568
105|49|17|2568
107|49|17|2568
108|49|17|2568
101|49|17|9642
104|49|17|9642
105|49|17|9642
107|49|17|9642
108|49|17|9642
101|49|17|5498
104|49|17|5498
105|49|17|5498
107|49|17|5498
108|49|17|5498
101|49|17|5834
104|49|17|5834
105|49|17|5834
107|49|17|5834
108|49|17|5834
102|52|18|7309
103|52|18|7309
107|52|18|7309
109|52|18|7309
110|52|18|7309
102|52|18|269
103|52|18|269
107|52|18|269
109|52|18|269
110|52|18|269
102|52|18|3125
103|52|18|3125
107|52|18|3125
109|52|18|3125
110|52|18|3125
102|52|18|4887
103|52|18|4887
107|52|18|4887
109|52|18|4887
110|52|18|4887
104|55|19|9449
105|55|19|9449
106|55|19|9449
107|55|19|9449
111|55|19|9449
104|55|19|2890
105|55|19|2890
106|55|19|2890
107|55|19|2890
111|55|19|2890
104|55|19|7237
105|55|19|7237
106|55|19|7237
107|55|19|7237
111|55|19|7237
104|55|19|535
105|55|19|535
106|55|19|535
107|55|19|535
111|55|19|535
101|58|20|4561
102|58|20|4561
106|58|20|4561
107|58|20|4561
114|58|20|4561
101|58|20|2648
102|58|20|2648
106|58|20|2648
107|58|20|2648
114|58|20|2648
101|58|20|9010
102|58|20|9010
106|58|20|9010
107|58|20|9010
114|58|20|9010
101|58|20|3669
102|58|20|3669
106|58|20|3669
107|58|20|3669
114|58|20|3669
