4654|1
6460|1
8061|1
9054|1
2857|2
7091|2
6183|2
2880|2
4273|3
1197|3
6430|3
5428|3
517|4
2623|4
2940|4
8823|4
9948|5
2759|5
8708|5
9483|5
763|6
5442|6
6056|6
6706|6
1021|7
2138|7
4960|7
8952|7
413|8
8664|8
3453|8
3759|8
8887|9
7106|9
5354|9
3305|9
8107|10
7300|10
534|10
4326|10
2263|11
3997|11
7492|11
9689|11
2929|12
2031|12
323|12
3193|12
8239|13
1703|13
7430|13
8931|13
9833|14
308|14
2966|14
2959|14
4378|15
6355|15
6670|15
576|15
2677|16
6805|16
9749|16
8531|16
2124|17
5931|17
3490|17
618|17
2897|18
5272|18
349|18
9910|18
3601|19
1057|19
1429|19
6845|19
7374|20
4925|20
5333|20
8640|20
