5396462258|1|0|False|426
5669958270|2|0|False|387
6998489137|3|0|False|339
4480184538|4|0|False|474
5473792716|5|0|False|165
6760414005|6|0|True|13
8519315649|7|0|True|97
7309786418|8|0|True|316
7656231157|9|0|True|340
1348723295|10|0|False|281
4741457508|11|0|True|336
9781767883|12|0|False|468
2532336741|13|0|False|405
4726391107|14|0|False|14
9862356963|15|0|False|301
1875976777|16|0|True|12
5628541642|17|0|False|149
2241573672|18|0|False|138
1040993292|19|0|True|40
8100563204|20|0|True|246
5520728421|21|0|False|400
211466184|22|0|True|444
5545902048|23|0|True|230
44379419|24|0|True|430
3807387096|25|0|True|252
2382772490|26|0|True|199
5895304666|27|0|False|286
149727788|28|0|True|7
1630029923|29|0|False|332
5117635296|30|0|True|27
7270362034|31|0|True|399
8415167980|32|0|True|306
3280817770|33|0|False|65
1067279964|34|0|True|426
1026327148|35|0|True|495
8874193794|36|0|True|67
6709308713|37|0|False|426
7107012378|38|0|True|256
9400766784|39|0|True|453
4803568316|40|0|False|303
3265705476|41|0|False|369
5277669613|42|0|False|484
7146677927|43|0|True|99
107507274|44|0|True|89
7849312392|45|0|False|245
3484488153|46|0|True|73
8646767038|47|0|False|368
6556297361|48|0|True|290
7117078904|49|0|True|76
6040594805|50|0|False|82
756893498|51|0|True|485
1938838431|52|0|False|476
4949328502|53|0|False|242
2030513213|54|0|False|406
9747270515|55|0|True|179
9914871839|56|0|False|158
3825386860|57|0|True|385
8101973809|58|0|True|440
4799593587|59|0|False|284
4273917261|60|0|True|31
4208912884|61|0|True|441
242822244|62|0|True|374
5140400931|63|0|False|111
4782690806|64|0|False|17
9508726073|65|0|False|303
703148442|66|0|False|421
4750962329|67|0|False|423
2048299671|68|0|False|12
9283491532|69|0|False|127
1543080898|70|0|False|178
2533515507|71|0|True|246
4988712264|72|0|True|141
9970444871|73|0|False|15
1020882681|74|0|True|34
9977043688|75|0|True|336
5104436432|76|0|False|363
617137608|77|0|False|62
1082991250|78|0|False|175
4748772066|79|0|True|435
1440116892|80|0|False|220
17529342|81|0|True|399
748590943|82|0|False|357
2754205374|83|0|True|366
1342644997|84|0|False|216
3878308107|85|0|False|447
6003600328|86|0|False|83
5384786599|87|0|False|331
7556281844|88|0|False|185
70230367|89|0|True|377
2256689294|90|0|False|16
5094981260|91|0|False|295
7016340802|92|0|False|8
1563159112|93|0|True|330
3160243186|94|0|True|300
9415060583|95|0|False|435
1147067724|96|0|True|387
8366260809|97|0|True|51
7749332064|98|0|True|10
6850930264|99|0|False|473
4251786548|100|0|False|393
7401902324|101|0|True|68
4556428970|102|0|True|261
6488684098|103|0|False|473
5871190102|104|0|True|46
7577446238|105|0|True|347
703786654|106|0|False|216
1632841974|107|0|False|360
