100|1|1|3570
101|1|1|3570
102|1|1|3570
104|1|1|3570
111|1|1|3570
100|1|1|6335
101|1|1|6335
102|1|1|6335
104|1|1|6335
111|1|1|6335
100|1|1|4042
101|1|1|4042
102|1|1|4042
104|1|1|4042
111|1|1|4042
100|1|1|4238
101|1|1|4238
102|1|1|4238
104|1|1|4238
111|1|1|4238
103|4|2|4980
107|4|2|4980
109|4|2|4980
110|4|2|4980
111|4|2|4980
103|4|2|7199
107|4|2|7199
109|4|2|7199
110|4|2|7199
111|4|2|7199
103|4|2|6517
107|4|2|6517
109|4|2|6517
110|4|2|6517
111|4|2|6517
103|4|2|8113
107|4|2|8113
109|4|2|8113
110|4|2|8113
111|4|2|8113
101|7|3|9797
106|7|3|9797
108|7|3|9797
109|7|3|9797
111|7|3|9797
101|7|3|5305
106|7|3|5305
108|7|3|5305
109|7|3|5305
111|7|3|5305
101|7|3|716
106|7|3|716
108|7|3|716
109|7|3|716
111|7|3|716
101|7|3|5820
106|7|3|5820
108|7|3|5820
109|7|3|5820
111|7|3|5820
101|10|4|8725
103|10|4|8725
105|10|4|8725
107|10|4|8725
114|10|4|8725
101|10|4|3911
103|10|4|3911
105|10|4|3911
107|10|4|3911
114|10|4|3911
101|10|4|585
103|10|4|585
105|10|4|585
107|10|4|585
114|10|4|585
101|10|4|4451
103|10|4|4451
105|10|4|4451
107|10|4|4451
114|10|4|4451
101|13|5|3800
103|13|5|3800
104|13|5|3800
107|13|5|3800
108|13|5|3800
101|13|5|9895
103|13|5|9895
104|13|5|9895
107|13|5|9895
108|13|5|9895
101|13|5|8272
103|13|5|8272
104|13|5|8272
107|13|5|8272
108|13|5|8272
101|13|5|1239
103|13|5|1239
104|13|5|1239
107|13|5|1239
108|13|5|1239
100|16|6|1225
101|16|6|1225
104|16|6|1225
105|16|6|1225
109|16|6|1225
100|16|6|7178
101|16|6|7178
104|16|6|7178
105|16|6|7178
109|16|6|7178
100|16|6|4815
101|16|6|4815
104|16|6|4815
105|16|6|4815
109|16|6|4815
100|16|6|5034
101|16|6|5034
104|16|6|5034
105|16|6|5034
109|16|6|5034
100|19|7|3107
101|19|7|3107
103|19|7|3107
105|19|7|3107
107|19|7|3107
100|19|7|410
101|19|7|410
103|19|7|410
105|19|7|410
107|19|7|410
100|19|7|195
101|19|7|195
103|19|7|195
105|19|7|195
107|19|7|195
100|19|7|3202
101|19|7|3202
103|19|7|3202
105|19|7|3202
107|19|7|3202
101|22|8|9168
103|22|8|9168
104|22|8|9168
105|22|8|9168
106|22|8|9168
101|22|8|9791
103|22|8|9791
104|22|8|9791
105|22|8|9791
106|22|8|9791
101|22|8|4500
103|22|8|4500
104|22|8|4500
105|22|8|4500
106|22|8|4500
101|22|8|7348
103|22|8|7348
104|22|8|7348
105|22|8|7348
106|22|8|7348
103|25|9|5630
104|25|9|5630
105|25|9|5630
106|25|9|5630
107|25|9|5630
103|25|9|8490
104|25|9|8490
105|25|9|8490
106|25|9|8490
107|25|9|8490
103|25|9|4637
104|25|9|4637
105|25|9|4637
106|25|9|4637
107|25|9|4637
103|25|9|4654
104|25|9|4654
105|25|9|4654
106|25|9|4654
107|25|9|4654
103|28|10|2067
104|28|10|2067
105|28|10|2067
106|28|10|2067
109|28|10|2067
103|28|10|3722
104|28|10|3722
105|28|10|3722
106|28|10|3722
109|28|10|3722
103|28|10|6432
104|28|10|6432
105|28|10|6432
106|28|10|6432
109|28|10|6432
103|28|10|9293
104|28|10|9293
105|28|10|9293
106|28|10|9293
109|28|10|9293
100|31|11|5098
101|31|11|5098
106|31|11|5098
108|31|11|5098
109|31|11|5098
100|31|11|9036
101|31|11|9036
106|31|11|9036
108|31|11|9036
109|31|11|9036
100|31|11|8504
101|31|11|8504
106|31|11|8504
108|31|11|8504
109|31|11|8504
100|31|11|3682
101|31|11|3682
106|31|11|3682
108|31|11|3682
109|31|11|3682
100|34|12|5922
101|34|12|5922
102|34|12|5922
105|34|12|5922
109|34|12|5922
100|34|12|4752
101|34|12|4752
102|34|12|4752
105|34|12|4752
109|34|12|4752
100|34|12|2080
101|34|12|2080
102|34|12|2080
105|34|12|2080
109|34|12|2080
100|34|12|635
101|34|12|635
102|34|12|635
105|34|12|635
109|34|12|635
100|37|13|3204
101|37|13|3204
102|37|13|3204
103|37|13|3204
104|37|13|3204
100|37|13|5881
101|37|13|5881
102|37|13|5881
103|37|13|5881
104|37|13|5881
100|37|13|8400
101|37|13|8400
102|37|13|8400
103|37|13|8400
104|37|13|8400
100|37|13|1500
101|37|13|1500
102|37|13|1500
103|37|13|1500
104|37|13|1500
100|40|14|2125
102|40|14|2125
103|40|14|2125
104|40|14|2125
110|40|14|2125
100|40|14|701
102|40|14|701
103|40|14|701
104|40|14|701
110|40|14|701
100|40|14|6306
102|40|14|6306
103|40|14|6306
104|40|14|6306
110|40|14|6306
100|40|14|5857
102|40|14|5857
103|40|14|5857
104|40|14|5857
110|40|14|5857
102|43|15|6647
103|43|15|6647
105|43|15|6647
106|43|15|6647
113|43|15|6647
102|43|15|6136
103|43|15|6136
105|43|15|6136
106|43|15|6136
113|43|15|6136
102|43|15|6665
103|43|15|6665
105|43|15|6665
106|43|15|6665
113|43|15|6665
102|43|15|3083
103|43|15|3083
105|43|15|3083
106|43|15|3083
113|43|15|3083
101|46|16|2855
103|46|16|2855
108|46|16|2855
109|46|16|2855
110|46|16|2855
101|46|16|6455
103|46|16|6455
108|46|16|6455
109|46|16|6455
110|46|16|6455
101|46|16|3741
103|46|16|3741
108|46|16|3741
109|46|16|3741
110|46|16|3741
101|46|16|2263
103|46|16|2263
108|46|16|2263
109|46|16|2263
110|46|16|2263
100|49|17|1065
104|49|17|1065
106|49|17|1065
107|49|17|1065
110|49|17|1065
100|49|17|2027
104|49|17|2027
106|49|17|2027
107|49|17|2027
110|49|17|2027
100|49|17|1063
104|49|17|1063
106|49|17|1063
107|49|17|1063
110|49|17|1063
100|49|17|58
104|49|17|58
106|49|17|58
107|49|17|58
110|49|17|58
100|52|18|4242
105|52|18|4242
106|52|18|4242
107|52|18|4242
108|52|18|4242
100|52|18|4807
105|52|18|4807
106|52|18|4807
107|52|18|4807
108|52|18|4807
100|52|18|8109
105|52|18|8109
106|52|18|8109
107|52|18|8109
108|52|18|8109
100|52|18|2823
105|52|18|2823
106|52|18|2823
107|52|18|2823
108|52|18|2823
101|55|19|2325
102|55|19|2325
103|55|19|2325
105|55|19|2325
108|55|19|2325
101|55|19|965
102|55|19|965
103|55|19|965
105|55|19|965
108|55|19|965
101|55|19|3416
102|55|19|3416
103|55|19|3416
105|55|19|3416
108|55|19|3416
101|55|19|3112
102|55|19|3112
103|55|19|3112
105|55|19|3112
108|55|19|3112
103|58|20|313
104|58|20|313
105|58|20|313
108|58|20|313
111|58|20|313
103|58|20|5723
104|58|20|5723
105|58|20|5723
108|58|20|5723
111|58|20|5723
103|58|20|256
104|58|20|256
105|58|20|256
108|58|20|256
111|58|20|256
103|58|20|1355
104|58|20|1355
105|58|20|1355
108|58|20|1355
111|58|20|1355
